Region,Districts,TA,EPA,Constituency,GVH,Village,Organisation_Name,Organisation_status,NYCOM_Affiliate,Total_Males_staff,Total_Females_Staff,Focus_AREA,Focus_AREA_Economic,Focus_AREA_Climate_Change,Focus_AREA_Education,Focus_AREA_Health,Focus_AREA_Gender_SocialProtection,Focus_AREA_Agriculture,Focus_AREA_Governance,Economic,Economic_Small_scale_Mining,Economic_MSMEs,Economic_Group_Economies,Economic_IGAs,Economic_Financial_literacy,Economic_Energy,Economic_Transport,Economic_Creative_Industries,Economic_Digital_Skills,Economic_Tourism,Climate_Change,Climate_Change_Environment,Climate_Change_Climatechange_mit,Climate_Change_ClimateJustice_advocacy,Climate_Change_Climatechang_adapt,Climate_Change_Capacitybuilding_training,Climate_Change_Research_innovation,Education,Education_ECD_CBCC,Education_Literacy_language,Education_IEC_Media,Education_VocationalskillsTraining,Education_Arts_craft,Education_Leadership,Education_Cultural_values,Education_Library_service,Education_ICT,Education_Guidance_councelling,Education_STEAM,Education_Foundational_Learning,Education_Inclusive_Education,Education_Schoolhealth_nutrition,Education_Schoolleadership_mangnt,Education_Bursaries_Scholars,Education_Adult_Literacy,Education_Functional_Literacy,Education_Advocacy,Health,Health_HIV_AIDS_STIs,Health_CSEoutofschool,Health_SRHR_Fistula,Health_SRHR_YFHS,Health_SRHR_Familyplanning,Health_Humanitarian_response,Health_Access_SRHR_Vulnerablegrps,Health_Maternal_Health,Health_Peer_Education,Health_SubstanceUse_Abuse,Health_SocialBehaviourChange,Health_MentalHealth,Health_PplLivngwithHIV,Health_WASH,Health_Advocacy,Gender_socialP,Gender_socialP_Gender_equality,Gender_socialP_children_rights,Gender_socialP_Women_girlsEmpowerment,Gender_socialP_Women_rights,Gender_socialP_child_protection,Gender_socialP_youth_childdev,Gender_socialP_Behavior_change,Gender_socialP_Elderly_care,Gender_socialP_Guidance_councelling,Gender_socialP_Resource_centres,Gender_socialP_Orphan_Care,Gender_socialP_Advocacy_policyAdvocacy,Gender_socialP_GBV,Gender_socialP_Adult_literacy,Gender_socialP_Communityskilldev,Gender_socialP_EndingChildMarriages,Gender_socialP_Trad_CulturalPractices,Gender_socialP_TraffickingPersonsPrevention,Gender_socialP_Communitypolicing,Governance,Governance_PoliticalParticipation,Governance_CivicParticipation,Governance_Advocacy_Lobbying,Governance_DemocracyPromotion,Governance_HumanRightsPromotion,Governance_Networking,Governance_Leadership,Agriculture,Agriculture_AgricProd_Productivity,Agriculture_Food_NutritionSecurity,Agriculture_Agribusiness,Agriculture_Sustainabledev,Agriculture_AgricResearch_Innovation,Agriculture_Advocacy,Mission_Statement,Vision,Total_Male Beneficiaries,TotalFem_Beneficiaries,Males_withdisabillity,Females_withdisabillity,Males_disclosedHIVstatus,Females_disclosedHIVstatus,Board_Meeting,Executive_Meeting,Organisation_Meeting,IGA_Activity,Areas_ofimprovement,Areas_ofimprovement_Health,Areas_ofimprovement_leadership,Areas_ofimprovement_Entrepreneurship,Areas_ofimprovement_M_E,Areas_ofimprovement_ICT,Areas_ofimprovement_Vocational,Areas_ofimprovement_Finance,Areas_ofimprovement_Administration,Areas_ofimprovement_Communication,Areas_ofimprovement_Procurement,MRA_Reg_Cert,Ngora_Reg_Cert,Congoma_Reg_Cert,Registrageneral_Reg_Cert,Youthcoop_Reg_Cert,MBS_Reg_Cert,MSME_Reg_Cert,Challenges,Challenges_Access_to_Land,Challenges_Finances,Challenges_Capacity_Building,Challenges_Lack_Systems,Challenges_Regulatorybody_registration,Challenges_ResourseMobilisationTechiniques,Challenges_Markets,Challenges_Networking_Partnership_building,Challenges_Leadership,Latitude,Longitude,Altitude,Accuracy
North,Mzuzu,Nsongwe,Kavuzi,Mzuzu South East,Mafuta Kaunda,Mafuta Kaunda,WAMAKA Youth for Development,Active,Pending,18,17,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Energy,0,0,1,1,0,1,0,0,0,0,Environment Climatechange_mit ClimateJustice_advocacy Capacitybuilding&training,1,1,1,0,1,0,ECD&CBCC VocationalskillsTraining Arts_craft Inclusive_Education Bursaries_Scholars Advocacy,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Humanitarian_response Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Orphan_Care Advocacy-policyAdvocacy GBV Communitypolicing,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,0,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Advocacy,1,1,1,0,0,1,"To achieve social and economic justice for improved quality of life for the marginalised youth and individuals in Mzuzu and Nkhatabay districts through working partnerships with the youth themselves, communities and socio-economic development structures in the project impact areas.","A transformed society with vibrant and innovative youth, empowered and motivated.",1490,2090,23,15,9,21,Quarterly,Monthly,Monthly,Fish and Maize farming,leadership Finance,0,1,0,0,0,0,1,0,0,0,No,No,No,Pending,Pending,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-11.4755117,34.0447883,1248.6,4.9
North,Mzuzu,Mthwalo,Mzuzu,Mzuzu City,Block leader Kajawa,Kajawa,Save the generations Organisation,Active,Pending,160,135,Economic Education Health,1,0,1,1,0,0,0,IGAs Financial_literacy Creative_Industries,0,0,0,1,1,0,0,1,0,0,,,,,,,,ECD&CBCC Arts_craft Guidance_councelling Foundational_Learning Bursaries_Scholars Advocacy,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Access_SRHR_Vulnerablegrps Peer_Education SubstanceUse&Abuse MentalHealth",1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To contribute towards enabling young people fulfil their right to meaningful education,good health food security environmental and social protection.",To contribute positively towards all programmes to do with livelihood.,180,150,12,3,0,5,Quarterly,Weekly,Bi_weekly,Art,Entrepreneurship Communication,0,0,1,0,0,0,0,0,1,0,No,No,No,Pending,No,No,No,Lack_Systems Regulatorybody_registration ResourseMobilisationTechiniques,0,0,0,1,1,1,0,0,0,-11.4333025,34.0200902,1238.8,4.4
South,Machinga,STA Nsanama,Mbonechera EPA,MACHINGA CENTRAL EAST,CHIPAKA,CHIPAKA,Mgodi Youth Organisation,Active,Yes,28,50,Climate_Change Education Health Gender&SocialP Agriculture,0,1,1,1,1,1,0,,,,,,,,,,,,Environment ClimateJustice_advocacy,1,0,1,0,0,0,Advocacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Access_SRHR_Vulnerablegrps Peer_Education Advocacy",1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,Gender_equality children_rights Women_rights Advocacy-policyAdvocacy GBV EndingChildMarriages,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,AgricProd&Productivity,1,0,0,0,0,0,"To share information and resources with young in order to create a community in which the youth are empowered, informed and capable of making decisions and healthy life choices.",We envision a world where all people especially the youth hold the power to create and have access to social and economic opportunities for themselves and others.,30,50,0,0,0,0,Monthly,Weekly,Weekly,Piece work,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,Yes,Yes,No,No,No,Finances Regulatorybody_registration Leadership,0,1,0,0,1,0,0,0,1,-15.792,34.9998,0,164015
North,Mzuzu,Mthwalo,Mzuzu,Mzuzu city,Chiwanja,Chiwanja,Enhancement of youth and women Empowerment in Development,Active,Pending,15,11,Economic Education Gender&SocialP Governance,1,0,1,0,1,0,1,IGAs Digital_Skills,0,0,0,1,0,0,0,0,1,0,,,,,,,,ICT STEAM,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Gender_equality Women&girlsEmpowerment,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion Leadership,1,1,1,1,0,0,1,,,,,,,,We empower women and Youth through ICT skills and resources,Envisioning a community where everyone has equal access to ICT education,49,46,3,1,0,0,Quarterly,Monthly,Weekly,Stationery business,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,No,No,No,No,No,No,Finances ResourseMobilisationTechiniques Networking&Partnership_building,0,1,0,0,0,1,0,1,0,-11.4534634,34.0115393,1244.1,4.2
North,Mzuzu,Mzuzu City,Mzuzu,Mzuzu Central,Mzuzu,Mzuzu,Extra mile development foundation,Active,Pending,4,5,Economic Climate_Change Education Health Gender&SocialP Agriculture,1,1,1,1,1,1,0,MSMEs IGAs,0,1,0,1,0,0,0,0,0,0,Environment Climatechange_mit ClimateJustice_advocacy,1,1,1,0,0,0,VocationalskillsTraining Guidance_councelling Bursaries_Scholars,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,SRHR_YFHS SRHR_Familyplanning Maternal_Health MentalHealth WASH,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,children_rights child_protection GBV,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,"To improve the livelihoods of magnelised children,girls and women by promoting healthy, education and economic status",A society where children girls and women are free from the injustices and where every individual enjoys their rights,2572,3838,4,6,0,0,Biannually,Quarterly,Monthly,Agricultural sales and grants,M&E Finance,0,0,0,1,0,0,1,0,0,0,No,Yes,Yes,Yes,No,No,No,Lack_Systems ResourseMobilisationTechiniques Networking&Partnership_building,0,0,0,1,0,1,0,1,0,-11.4663767,34.0051733,1261.9,3.8
North,Mzuzu,Mthwalo,Mzuzu,Mzuzu city,Mzuzu,Mzuzu,Rise together,Active,Pending,4,3,Economic Education Health Gender&SocialP,1,0,1,1,1,0,0,Group_Economies IGAs Creative_Industries,0,0,1,1,0,0,0,1,0,0,,,,,,,,VocationalskillsTraining Guidance_councelling Bursaries_Scholars Advocacy,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,SRHR_YFHS MentalHealth WASH,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Gender_equality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,To Foster the Empowerment and holistic development of youth through innovative programs mentorshipand community engagement,Envisions a world where every young individual is empowered to rise above challenges achieve their aspirations make informed choices about their sexual and reproductive health and attain economic independence,2380,2290,3,1,0,0,Annually,Biannually,Monthly,Fundraising and grants,M&E ICT,0,0,0,1,1,0,0,0,0,0,No,Pending,No,Yes,No,No,No,Finances Lack_Systems Regulatorybody_registration,0,1,0,1,1,0,0,0,0,-11.4664445,34.0050698,1261.9,5
North,Mzimba,TA Mtwalo,Mpherembe,Mzimba North,Zebediya,Zebediya,Gonera Community Based Organisation,Active,Pending,17,20,Health Gender&SocialP Agriculture,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HIV,AIDS,STIs SRHR_Familyplanning",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Gender_equality GBV Communityskilldev,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity Agribusiness Advocacy,1,1,1,0,0,1,To contribute towards the development of our community on issues that affect the youth interest of taking parts in development.,"A society with a culture of human rights,prevention of hiv,hunger free,integrity of creation and should be above poverty base line.",8000,11700,30,50,700,400,Quarterly,Weekly,Bi_weekly,Farming,leadership M&E,0,1,0,1,0,0,0,0,0,0,No,No,No,No,No,No,No,Capacity_Building Regulatorybody_registration ResourseMobilisationTechiniques,0,0,1,0,1,1,0,0,0,-11.2365016,33.7108,1147.2,4.5
North,Mzimba,TA Mpherembe,Mpherembe,Mzimba west,Kaseka,Chonde,Chinungu youth based organisation,Active,Pending,33,25,Economic Climate_Change Health Agriculture,1,1,0,1,0,1,0,Group_Economies IGAs,0,0,1,1,0,0,0,0,0,0,Climatechange_mit ClimateJustice_advocacy,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity,1,1,0,0,0,0,,To improve community especially on youth level so that they should be depend on themselves.,67,93,4,1,0,0,Quarterly,Monthly,Weekly,Bee keeping,Entrepreneurship Vocational,0,0,1,0,0,1,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-11.1783554,33.5767134,1095,4.8
North,Rumphi,TA Chikulamayembe,Rumphi,Rumphi central,Chikalamba,Ngillaniya,For Better Change Youth Org.,Active,Pending,4,2,Climate_Change Education Health Governance,0,1,1,1,0,0,1,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,Foundational_Learning Inclusive_Education Functional_Literacy Advocacy,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,SRHR_YFHS MentalHealth,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,CivicParticipation Advocacy&Lobbying,0,1,1,0,0,0,0,,,,,,,,To empower the youth to achieve self reliance and maximise their potential,"To have youth who are global citizens,community leaders,innovative developers and self reliant individuals",90,83,0,0,0,0,Quarterly,Monthly,Monthly,"Business, they have entertainment equipment",leadership Finance,0,1,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-11.021506,33.8537862,1058.9,3.7
North,Rumphi,TA Chikulamayembe,Bolero,Rumphi Central,Chikalamba,Magawa,Girls Evolve Youth Organisation,Active,Pending,2,4,Economic Climate_Change Education Health Gender&SocialP Agriculture,1,1,1,1,1,1,0,IGAs Financial_literacy,0,0,0,1,1,0,0,0,0,0,Environment Climatechang_adapt,1,0,0,1,0,0,Guidance_councelling Schoolleadership_mangnt Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Peer_Education WASH Advocacy,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Gender_equality Women&girlsEmpowerment Women_rights,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,Aims to empower girls and women while influencing change of mindset to eliminate barriers and have the power to shape their own lives,To create an inclusive environment where girls and women are empowered to reach their full potential and where a transformative change of mindsets has created a society free from gender inequality.,0,192,0,2,0,0,Annually,Monthly,Weekly,Donor funding,M&E ICT,0,0,0,1,1,0,0,0,0,0,No,No,No,Yes,No,No,No,Finances Lack_Systems Regulatorybody_registration,0,1,0,1,1,0,0,0,0,-11.00892,33.8543333,1096.7,3.5
North,Rumphi,TA Chikulamayembe,Bolero,Rumphi Central,Chikalamba,Chikalamba,Girls Shine Foundation,Active,Pending,4,3,Economic Education Gender&SocialP Agriculture,1,0,1,0,1,1,0,IGAs,0,0,0,1,0,0,0,0,0,0,,,,,,,,Guidance_councelling Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,Gender_equality Women&girlsEmpowerment Women_rights,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,"To empower marginalised women youth and children by naturing their potential into skills that provides opportunities for a decent livilihood and enabling them to actively participate in social,cultural, economic and political development in their communities",A society where every woman youth and child has the opportunity to realise their full potential to contribute to their community and live free from violence poverty and discrimination,65,105,0,0,0,0,Quarterly,Quarterly,Monthly,Farming,leadership ICT,0,1,0,0,1,0,0,0,0,0,No,No,No,No,No,No,No,Lack_Systems ResourseMobilisationTechiniques Networking&Partnership_building,0,0,0,1,0,1,0,1,0,-11.020485,33.8549883,1060.3,2.9
North,Rumphi,TA Chikulamayembe,Bolero,Rumphi Central,Chikalamba,Chikalamba,Light of Hope,Active,Yes,7,2,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Financial_literacy,0,0,1,1,1,0,0,0,0,0,Climatechang_adapt,0,0,0,1,0,0,Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"HIV,AIDS,STIs SRHR_YFHS MentalHealth Advocacy",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Gender_equality GBV,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HumanRightsPromotion,0,0,0,0,1,0,0,AgricProd&Productivity Food&NutritionSecurity,1,1,0,0,0,0,"Working towards building the capacity of communities to advantheir needs,interest and become proactive in addressing social economic issues including HIV/AIDS,sexual reproductive health and other health related shocks.","A society where children, youth women and other vulnerable groups are not subjected to abuses,violence,exploitation and injustices which affects their well being, security and livelihoods",709,583,5,2,9,11,Quarterly,Weekly,Weekly,Agriculture,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,No,Pending,Pending,Yes,No,No,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-11.0228203,33.8492845,1050.1,4.8
South,Blantyre,TA Kapeni,Lunzu,North east,Manesi kapeni,Mizenje,Centre for social concern and development (CESOCODE),Active,Pending,0,3,Climate_Change Health Gender&SocialP Agriculture Governance,0,1,0,1,1,1,1,,,,,,,,,,,,Climatechange_mit Capacitybuilding&training Research_innovation,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning SocialBehaviourChange Advocacy",1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,children_rights Women_rights Behavior_change,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Advocacy&Lobbying HumanRightsPromotion,0,0,1,0,1,0,0,AgricProd&Productivity Food&NutritionSecurity,1,1,0,0,0,0,"To contribute towards elimination of gender inequality’s in health education, economic opportunities and work to fight against gender based violence, harmful traditional practices through promotion and creation of safe space for youth participation in development",A society where young people are goven equal opportunity to participate in development,230,230,8,12,14,21,Quarterly,Weekly,Monthly,None,Health leadership,1,1,0,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-15.6694814740127,35.0218951666324,769.1,5
South,Neno,TA Mlauli,Mlindi,South east,Nsalawatha,Dzikolatha,Tiyanjane Youth Organisation (TYO),Active,Pending,10,9,Climate_Change Education Health Agriculture,0,1,1,1,0,1,0,,,,,,,,,,,,Climatechange_mit,0,1,0,0,0,0,Guidance_councelling Schoolleadership_mangnt Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity,1,0,0,0,0,0,To empower and engage youth in participation in education environment and social economic development,To constructively and proactively meet the numerous challenges of national development and youth empowerment so as to creat a society where by empowered youth work alongside adults to create a just equitable and striving community,108,148,3,3,0,0,Monthly,Bi_weekly,Monthly,"Farming, membership contribution",leadership Vocational,0,1,0,0,0,1,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-15.649689944907,34.5975399663976,350.2,4.1
South,Blantyre,TA Machinjiri,N/A,Blantyre south east,Bandawe,Nachamba,Foundation for rural Development (FORUD),Active,Yes,2,4,Economic Agriculture,1,0,0,0,0,1,0,MSMEs IGAs,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agribusiness,0,0,1,0,0,0,Advancing total and active and engaged participation and inclusion of citizens in aspects of development,"A society that formerly accepts citizens and other vulnerable groups empowered ,protected and contributing positively to sustainable development",391,529,14,17,0,0,Quarterly,Weekly,Monthly,Farming/ business,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,No,Yes,Yes,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-15.7992517080973,35.0294834722287,1083.8,7.2
South,Blantyre,TA Machinjiri,N/A,Bangwe,N/A,N/A,Concerned Youth Organization (CYO),Active,Yes,6,7,Economic Climate_Change Health Gender&SocialP Agriculture,1,1,0,1,1,1,0,MSMEs IGAs,0,1,0,1,0,0,0,0,0,0,Environment Climatechange_mit,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,children_rights Women_rights GBV,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,Agribusiness,0,0,1,0,0,0,We seek to empower the youth and women towards sustainable development on issues that affect their life and community,A youth free from social hardships,870,1785,30,30,0,0,Quarterly,Monthly,Weekly,Donor funding / farming,leadership M&E,0,1,0,1,0,0,0,0,0,0,No,Yes,Yes,Yes,No,No,No,Finances Capacity_Building Lack_Systems,0,1,1,1,0,0,0,0,0,-15.8159366642997,35.0691016065816,1181.6,9.4
South,Blantyre,TA Machinjiri,Nthonda,Bangwe,Mamadi,Mamadi,Chitsanzo Youth Support Organization (CHIYOSO),Active,Yes,8,12,Economic Climate_Change Education Health Gender&SocialP Governance,1,1,1,1,1,0,1,MSMEs,0,1,0,0,0,0,0,0,0,0,Environment Climatechange_mit,1,1,0,0,0,0,IEC&Media VocationalskillsTraining,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Advocacy",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,children_rights,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HumanRightsPromotion,0,0,0,0,1,0,0,,,,,,,,"To improve the sexual and reproductive health and well being of young people generally through advocacy ,evidence driven communication initiatives and the provision of youth friendly services at all levels",Seeing a community in which young people exist have access to sexual reproductive health services and rights and live healthy and productive life,9500,15000,9,6,0,0,Quarterly,Weekly,Weekly,Business/youth Savings and loans/ Computer trainings,M&E ICT,0,0,0,1,1,0,0,0,0,0,No,No,No,Yes,No,No,No,Capacity_Building ResourseMobilisationTechiniques Leadership,0,0,1,0,0,1,0,0,1,-15.8298197530135,35.0787821539936,1119.7,6.1
South,Blantyre,TA Machinjiri,N/A,Bangwe,Mwamadi,Whiskey,Environmental Concerned Youth Association (ECOYA),Active,No,5,6,Climate_Change Health Gender&SocialP,0,1,0,1,1,0,0,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,SRHR_YFHS SRHR_Familyplanning,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Gender_equality children_rights Women_rights GBV,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,"To empower the community with proper knowledge and capacity in areas of environment and natural resources management , sexual reproductive health , human rights , gender and democracy and youth empowerment",An empowered society free from poverty,255,180,5,5,0,0,Quarterly,Monthly,Monthly,Donor funding/ membership contribution,leadership Finance,0,1,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,Finances Lack_Systems Leadership,0,1,0,1,0,0,0,0,1,-15.8331753046777,35.0851223594388,1107.4,7.7
South,Blantyre,TA Machinjiri,N/A,Bangwe,Mwamadi,Mpingwe,Active Youth Initiative for social enhancement (AYISE),Active,Yes,13,2,Economic Climate_Change Education Gender&SocialP Governance,1,1,1,0,1,0,1,MSMEs,0,1,0,0,0,0,0,0,0,0,Environment,1,0,0,0,0,0,ECD&CBCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Women&girlsEmpowerment Advocacy-policyAdvocacy,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HumanRightsPromotion,0,0,0,0,1,0,0,,,,,,,,"To empower adolescents young people and communities to contribute to National global development through active and constructive participation engagement with issues on education , gender, human rights ,skills building etc","A Malawian Society where young people and communities are empowered,protected,supported, self - reliant, healthy and participate effectively in national global development",1350,1900,20,12,0,0,Annually,Bi_weekly,Weekly,School / rent,Health M&E,1,0,0,1,0,0,0,0,0,0,Yes,No,Yes,Yes,No,No,No,Finances Capacity_Building Networking&Partnership_building,0,1,1,0,0,0,0,1,0,-15.8212153702601,35.0751199949172,1156.1,10.6
South,Blantyre,TA Kapeni,Lunzu,Blantyre central,Jamuson,Jamuson,Foundation For Community Livelihood and Development (FOCOLD),Active,Yes,5,4,Economic Climate_Change Health Gender&SocialP Governance,1,1,0,1,1,0,1,Group_Economies,0,0,1,0,0,0,0,0,0,0,Environment Climatechange_mit,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,SRHR_YFHS Advocacy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,children_rights Women_rights,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Advocacy&Lobbying,0,0,1,0,0,0,0,,,,,,,,"Dedication to the belief that innovative development processes are critical to development of poor and historically marginalized communities,thus to contribute effectively and efficiently to sustainable improvements of the living standards of the people of Malawi especially children,youth and women through self - help projects based on their priorities,needs and capabilities and other activities aiming directly at alleviation of poverty",Sustain partnership with the communities where we work to facilitate development in the timeliest and responsive manner through the mobilization of resources for poverty alleviation for sustainable social economic development for all Malawians,6100,10500,10,24,120,180,Quarterly,Monthly,Monthly,Donor funding,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-15.593796212305,35.0199773082825,686.8,9.7
South,Blantyre,TA Machinjiri,Chipande,Blantyre north east,Likomba,Sapuli,Salvation youth Initiative for development (SYIFOD),Active,Pending,10,7,Economic Climate_Change Education Health Agriculture,1,1,1,1,0,1,0,IGAs,0,0,0,1,0,0,0,0,0,0,Climatechange_mit,0,1,0,0,0,0,ECD&CBCC Bursaries_Scholars Advocacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"HIV,AIDS,STIs SRHR_Familyplanning",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food&NutritionSecurity,0,1,0,0,0,0,"Ability to work with youth government,NGOs and other stakeholders towards youth development at community level","To spread other Districts for the Development of Youth Programs,health,Education,Agriculture and food security , good offices as good financial schools",304,363,6,10,6,8,Quarterly,Monthly,Monthly,Farming/peace work,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-15.69027674382,35.0844336179512,999.8,6.8
